City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,vanimo,-2.6741,141.3028,297.64,91,50,1.9,PG,1718735517
292,guerrero negro,27.9769,-114.0611,293.97,59,0,7.17,MX,1718735518
293,mafinga,-7.25,35.0667,294.27,49,0,1.23,TZ,1718735519
294,roma,43.2128,-75.4557,306.3,58,0,0.89,US,1718735194
295,nazyvayevsk,55.5698,71.3529,284.58,87,0,2.58,RU,1718735521
296,xilin hot,43.9667,116.0333,292.99,66,100,4.09,CN,1718735521
297,inhambane,-23.865,35.3833,293.14,88,0,1.54,MZ,1718735522
298,moa,20.6569,-74.9403,303.68,66,9,4.92,CU,1718735522
299,baiao,-2.7906,-49.6717,302.9,67,100,0.23,BR,1718735523
300,cadale,2.7603,46.3222,299.45,86,100,6.7,SO,1718735523
301,itoman,26.1247,127.6694,299.36,96,75,3.6,JP,1718735524
302,argo,37.6333,22.7333,303.03,37,0,2.3,GR,1718735524
303,muromtsevo,56.3724,75.2418,282.9,80,14,2.94,RU,1718735525
304,katsuren-haebaru,26.3369,127.8719,299.36,93,75,3.09,JP,1718735525
305,petauke,-14.2426,31.3253,289.08,45,0,1.93,ZM,1718735526
306,vadso,70.0744,29.7487,285.64,87,40,8.75,NO,1718735526
307,aldinga beach,-35.2793,138.4604,285.74,80,38,2.06,AU,1718735527
308,krasnogvardeyskoye,45.8456,41.5186,297.26,47,2,1.93,RU,1718735527
309,nizhyn,51.048,31.8869,292.67,78,6,2.95,UA,1718735528
310,igra,57.5558,53.0547,292.31,95,100,2.12,RU,1718735528
311,broken hill,-31.95,141.4333,281.68,46,0,3.21,AU,1718735528
312,port elizabeth,-33.918,25.5701,288.32,76,0,1.03,ZA,1718735529
313,cecina,43.3128,10.524,299.44,65,2,2.54,IT,1718735529
314,merizo village,13.2658,144.6691,301.0,92,33,5.27,GU,1718735530
315,minab,27.1467,57.0801,310.15,34,93,4.57,IR,1718735530
316,luwingu,-10.2621,29.9271,285.92,58,5,0.29,ZM,1718735531
317,chonchi,-42.6128,-73.8092,278.77,75,97,2.44,CL,1718735485
318,tvoroyri,61.5556,-6.8111,281.29,72,100,6.14,FO,1718735532
319,kingori,-3.2833,36.9833,294.64,64,20,4.12,TZ,1718735532
320,zhangjiakou shi xuanhua qu,40.6103,115.0447,297.26,51,100,1.94,CN,1718735533
321,mariehamn,60.0973,19.9348,289.07,72,0,3.09,AX,1718735396
322,yermentau,51.6214,73.1069,287.77,69,59,3.42,KZ,1718735534
323,uliastay,47.7417,96.8444,283.74,80,40,0.96,MN,1718735535
324,solnechnyy,50.7214,136.6319,279.05,94,100,1.03,RU,1718735535
325,chinju,35.1928,128.0847,293.05,69,100,1.26,KR,1718735536
326,sitka,57.0531,-135.33,286.09,71,75,0.0,US,1718735537
327,osorno,-40.5667,-73.15,281.32,87,100,3.09,CL,1718735527
328,hauterive,46.0901,3.4459,297.57,92,100,1.92,FR,1718735538
329,selkirk,50.1436,-96.8845,289.87,78,100,3.58,CA,1718735538
330,nyala,12.05,24.8833,306.13,32,32,3.68,SD,1718735538
331,hithadhoo,-0.6,73.0833,301.57,70,100,1.93,MV,1718735539
332,mednogorsk,51.4128,57.595,294.31,74,15,3.55,RU,1718735539
333,northam,51.0333,-4.2167,288.92,78,7,6.87,GB,1718735540
334,rio rico,31.4715,-110.9765,308.18,16,0,4.63,US,1718735522
335,anda,46.4,125.3167,291.72,67,1,4.99,CN,1718735541
336,yamada,39.4667,141.95,288.94,91,2,2.24,JP,1718735541
337,luganville,-15.5333,167.1667,297.3,91,58,1.89,VU,1718735542
338,durban,-29.8579,31.0292,293.65,68,0,1.38,ZA,1718735290
339,alvorada,-12.48,-49.1247,306.57,19,0,2.36,BR,1718735543
340,ixtapa,20.7,-105.2,299.94,78,100,2.06,MX,1718735543
341,eyl,7.9803,49.8164,299.77,83,91,10.28,SO,1718735544
342,acapulco de juarez,16.8634,-99.8901,304.05,66,75,5.66,MX,1718735275
343,new norfolk,-42.7826,147.0587,279.77,75,92,1.11,AU,1718735545
344,thinadhoo,0.5333,72.9333,301.65,72,94,3.34,MV,1718735546
345,selfoss,63.9331,-20.9971,282.62,94,100,5.0,IS,1718735546
346,bubaque,11.2833,-15.8333,299.87,80,86,7.01,GW,1718735547
347,port saint john's,-31.6229,29.5448,292.11,65,0,2.81,ZA,1718735547
348,kapoeta,4.7717,33.5903,300.64,50,24,2.28,SS,1718735548
349,dalandzadgad,43.5708,104.425,293.91,30,58,4.75,MN,1718735548
350,simanggang,1.2472,111.4528,299.14,94,96,1.03,MY,1718735549
351,comodoro rivadavia,-45.8667,-67.5,274.07,93,100,6.17,AR,1718735550
352,the pas,53.8251,-101.2541,284.16,50,100,7.2,CA,1718735551
353,fisterra,42.9049,-9.2629,289.12,78,32,1.47,ES,1718735551
354,touros,-5.1989,-35.4608,299.62,81,56,5.75,BR,1718735552
355,al bawiti,28.3492,28.8659,303.31,24,0,4.94,EG,1718735552
356,vylkove,45.4021,29.586,297.17,56,100,2.62,UA,1718735553
357,port blair,11.6667,92.75,301.17,83,40,2.57,IN,1718735553
358,minas de marcona,-15.2119,-75.1103,287.28,76,73,7.64,PE,1718735554
359,sechura,-5.5569,-80.8222,297.91,56,13,5.74,PE,1718735554
360,livingston,55.9029,-3.5226,289.59,73,40,4.63,GB,1718735352
361,biryusinsk,55.9634,97.8235,288.63,96,92,1.53,RU,1718735555
362,novy bydzov,50.2415,15.4908,301.1,57,100,5.44,CZ,1718735556
363,pacocha,-17.5833,-71.3333,291.23,72,75,3.6,PE,1718735556
364,belousovka,50.1339,82.5239,288.62,88,75,3.0,KZ,1718735556
365,nichinan,31.6,131.3667,293.97,85,100,0.98,JP,1718735557
366,houmt el souk,33.8758,10.8575,305.12,14,0,6.69,TN,1718735557
367,kerbakhiar,40.1067,46.0383,284.99,77,32,2.32,AZ,1718735558
368,menaka,15.9182,2.4022,310.49,20,100,3.66,ML,1718735558
369,novodvinsk,64.4165,40.8122,291.01,95,100,5.91,RU,1718735559
370,taoudenni,22.6783,-3.9836,315.39,8,9,1.33,ML,1718735559
371,lupiro,-8.3833,36.6667,294.35,65,23,0.26,TZ,1718735560
372,cabedelo,-6.9811,-34.8339,301.52,82,60,6.26,BR,1718735497
373,medicine hat,50.0501,-110.6683,285.49,54,100,1.54,CA,1718735553
374,nadym,65.5333,72.5167,275.04,95,100,6.87,RU,1718735561
375,vrangel',42.7297,133.0839,287.78,77,67,1.02,RU,1718735472
376,berdigestyakh,62.0989,126.6992,278.93,95,100,1.37,RU,1718735562
377,mersa matruh,31.3525,27.2453,298.38,77,0,3.33,EG,1718735563
378,fuyang,32.9,115.8167,298.3,52,100,3.35,CN,1718735563
379,kapa'a,22.0752,-159.319,297.33,84,100,6.69,US,1718735563
380,hammerfest,70.6634,23.6821,291.4,68,40,2.57,NO,1718735564
381,simplicio mendes,-7.8539,-41.9103,307.85,26,26,4.09,BR,1718735565
382,yeniseysk,58.4497,92.1703,287.76,99,99,1.81,RU,1718735298
383,chiclayo,-6.7736,-79.8417,296.12,60,20,6.17,PE,1718735566
384,mawlaik,23.6333,94.4167,297.44,100,91,0.56,MM,1718735567
385,bamboo flat,11.7,92.7167,301.2,83,40,2.57,IN,1718735567
386,yung shue wan,22.2333,114.1167,303.01,85,100,5.72,HK,1718735568
387,santa elena de uairen,4.6167,-61.1333,297.14,76,61,3.08,VE,1718735568
388,bidar,17.9,77.55,300.23,67,100,6.93,IN,1718735569
389,yuzhno-kurilsk,44.0306,145.8556,286.44,99,99,4.75,RU,1718735569
390,letlhakeng,-24.0944,25.0298,288.25,34,1,2.15,BW,1718735570
391,pingzhuang,42.0372,119.2889,296.93,42,95,2.66,CN,1718735570
392,katsuura,35.1333,140.3,292.68,90,100,3.07,JP,1718735571
393,bac giang,21.2667,106.2,302.19,87,97,2.11,VN,1718735571
394,san antonio de pale,-1.4014,5.6325,297.87,84,45,5.64,GQ,1718735572
395,salalah,17.0151,54.0924,302.2,79,75,2.06,OM,1718735572
396,macia,-25.0269,33.0989,291.71,52,2,3.21,MZ,1718735573
397,arkhangel'sk,64.5401,40.5433,291.21,77,75,5.0,RU,1718735434
398,mabaruma,8.2,-59.7833,302.87,66,73,2.99,GY,1718735574
399,kadugli,11.0167,29.7167,295.99,72,100,0.6,SD,1718735574
400,khovd,48.0056,91.6419,292.46,44,90,1.1,MN,1718735575
401,kirensk,57.7853,108.1119,286.05,57,100,1.33,RU,1718735575
402,vyazemskiy,47.5378,134.7525,285.06,85,100,1.65,RU,1718735576
403,bethanie,-26.4833,17.15,285.63,26,0,2.04,NA,1718735577
404,prince rupert,54.3161,-130.3201,284.2,87,100,2.57,CA,1718735577
405,chernyshevskiy,63.0128,112.4714,278.95,91,74,1.44,RU,1718735578
406,mizdah,31.4451,12.9801,303.63,13,0,4.62,LY,1718735578
407,santa rosa,14.3122,121.1114,301.14,96,99,0.6,PH,1718735578
408,verkhotur'ye,58.8627,60.8054,291.03,64,100,2.57,RU,1718735579
409,urangan,-25.3,152.9,283.82,64,0,2.68,AU,1718735579
410,santa terezinha,-29.9002,-50.0904,292.8,83,100,1.26,BR,1718735580
411,campbellton,48.0075,-66.6727,299.4,47,100,1.46,CA,1718735580
412,neka,36.6508,53.299,298.88,73,0,2.06,IR,1718735581
413,haiku-pauwela,20.9219,-156.3051,299.94,79,40,10.29,US,1718735581
414,seminole,28.7086,-81.2081,304.87,69,100,9.26,US,1718735538
415,santiago de cao,-7.9589,-79.2392,293.22,73,100,5.14,PE,1718735582
416,port moresby,-9.4431,147.1797,294.83,88,40,1.54,PG,1718735583
417,vilyuchinsk,52.9306,158.4028,280.3,92,100,1.52,RU,1718735583
418,freetown,8.484,-13.2299,298.99,89,75,1.54,SL,1718735341
419,iskateley,67.6803,53.1512,277.06,73,2,4.38,RU,1718735584
420,cidreira,-30.1811,-50.2056,292.14,86,100,1.97,BR,1718735585
421,sullivan,36.5168,-82.5332,306.23,54,40,4.02,US,1718735585
422,sola,-13.8833,167.55,300.0,80,22,7.19,VU,1718735586
423,kill devil hills,36.0307,-75.676,302.15,70,0,4.63,US,1718735495
424,indramayu,-6.3264,108.32,299.34,81,99,3.53,ID,1718735586
425,luderitz,-26.6481,15.1594,287.28,90,0,4.9,NA,1718735587
426,leh,34.1667,77.5833,282.73,50,54,2.41,IN,1718735587
427,sanghar,26.0466,68.9481,303.94,67,19,10.84,PK,1718735588
428,goure,13.9835,10.2704,308.28,20,4,3.96,NE,1718735588
429,north bend,43.4065,-124.2243,294.25,63,0,6.69,US,1718735589
430,ati,13.2154,18.3353,309.25,32,26,2.44,TD,1718735589
431,siguiri,11.6667,-9.5,300.66,73,100,1.93,GN,1718735590
432,viale,-31.8678,-60.0072,295.18,57,14,3.85,AR,1718735590
433,kroya,-7.6331,109.2461,297.86,88,100,1.97,ID,1718735591
434,mahina,-17.5065,-149.489,298.02,53,20,5.66,PF,1718735591
435,campoverde,-8.4753,-74.8058,304.98,37,25,1.77,PE,1718735592
436,kidal,18.4411,1.4078,313.06,8,92,5.23,ML,1718735592
437,mar del plata,-38.0023,-57.5575,289.87,92,100,4.12,AR,1718735283
438,maceio,-9.6658,-35.7353,301.84,78,40,5.14,BR,1718735441
439,miri,4.4148,114.0089,298.23,100,40,1.03,MY,1718735593
440,guarapari,-20.6667,-40.4975,298.3,75,0,5.38,BR,1718735594
441,litayan,7.3358,124.0347,300.77,78,100,1.24,PH,1718735594
442,kyren,51.6828,102.1408,288.52,92,100,0.79,RU,1718735595
443,nanao,37.05,136.9667,291.66,93,0,1.47,JP,1718735595
444,aldama,22.9167,-98.0667,306.13,40,85,7.9,MX,1718735596
445,nsanje,-16.92,35.262,293.09,55,0,1.05,MW,1718735596
446,tadine,-21.55,167.8833,294.19,73,100,3.54,NC,1718735597
447,callao,-12.0667,-77.15,292.44,94,100,2.57,PE,1718735597
448,carnarvon,-24.8667,113.6333,290.95,59,0,11.04,AU,1718735598
449,tocache,-8.1842,-76.5125,304.5,49,50,1.22,PE,1718735598
450,kavarna,43.4333,28.3333,295.51,89,20,3.09,BG,1718735599
451,viedma,-40.8135,-62.9967,287.6,37,30,6.24,AR,1718735310
452,dhuusamarreeb,5.535,46.3861,301.29,61,95,8.88,SO,1718735600
453,holualoa,19.6228,-155.9522,298.06,82,40,3.09,US,1718735601
454,ilebo,-4.3167,20.5833,297.78,44,3,0.39,CD,1718735601
455,meadow lakes,61.6247,-149.6011,289.24,69,0,0.89,US,1718735602
456,puntarenas,9.9763,-84.8384,303.14,72,93,3.68,CR,1718735602
457,san fernando,15.0286,120.6898,300.0,89,100,0.23,PH,1718735603
458,remire-montjoly,4.9167,-52.2667,303.17,74,86,1.54,GF,1718735604
459,teknaf,20.8624,92.3058,300.94,86,100,3.72,BD,1718735604
460,roscrea,52.9511,-7.8017,287.53,64,50,5.31,IE,1718735605
461,prado,-17.3411,-39.2208,298.49,68,0,3.16,BR,1718735605
462,la foa,-21.7108,165.8276,290.69,72,0,0.54,NC,1718735606
463,tezu,27.9167,96.1667,296.65,99,100,1.57,IN,1718735606
464,xunchang,28.4543,104.715,295.37,89,100,0.21,CN,1718735606
465,buala,-8.145,159.5921,299.75,84,12,2.66,SB,1718735607
466,cidade velha,14.9167,-23.6167,300.41,61,75,7.2,CV,1718735607
467,tynda,55.1667,124.7167,280.72,87,100,3.45,RU,1718735531
468,chadron,42.8294,-102.9999,292.02,46,0,9.77,US,1718735608
469,quang ngai,15.1167,108.8,299.3,83,99,2.35,VN,1718735609
470,oriximina,-1.7656,-55.8661,305.12,53,31,3.01,BR,1718735609
471,wildwood,38.5828,-90.6629,304.49,67,40,5.14,US,1718735460
472,taupo,-38.6833,176.0833,282.04,75,100,5.33,NZ,1718735610
473,mbekenyera,-10.0,38.9833,296.25,79,100,1.57,TZ,1718735610
474,nuuk,64.1835,-51.7216,278.49,87,100,13.89,GL,1718735611
475,nizhnesortymskiy,62.4397,71.7603,281.98,49,3,3.94,RU,1718735567
476,la ronge,55.1001,-105.2842,284.27,57,75,8.75,CA,1718735375
477,paracuru,-3.41,-39.0306,302.1,76,3,6.41,BR,1718735612
478,braniewo,54.3797,19.8196,290.5,81,84,2.79,PL,1718735599
479,san jose del guaviare,2.5729,-72.6459,305.14,55,29,0.94,CO,1718735613
480,carutapera,-1.195,-46.02,301.36,73,60,4.11,BR,1718735614
481,severo-yeniseyskiy,60.3725,93.0408,286.02,61,100,1.53,RU,1718735614
482,san luis de la loma,17.2706,-100.8939,304.08,61,5,7.82,MX,1718735614
483,khabarovsk,48.4808,135.0928,282.04,93,75,3.0,RU,1718735403
484,tindouf,27.6711,-8.1474,310.4,13,4,8.75,DZ,1718735615
485,ilhabela,-23.7781,-45.3581,299.14,57,0,2.37,BR,1718735573
486,blagoveshchenka,52.8333,79.8667,285.47,83,0,3.39,RU,1718735616
487,piton saint-leu,-21.2196,55.3151,293.19,83,75,3.09,RE,1718735617
488,motygino,58.1831,94.7592,286.72,98,100,1.91,RU,1718735617
489,ust'-ilimsk,58.0006,102.6619,288.48,60,100,1.24,RU,1718735490
490,kalmunai,7.4167,81.8167,299.98,79,100,5.47,LK,1718735618
491,emerald,-23.5333,148.1667,282.41,38,0,3.15,AU,1718735619
492,kijang,35.2442,129.2139,293.0,64,99,1.8,KR,1718735619
493,saldanha,-33.0117,17.9442,288.18,83,100,8.45,ZA,1718735620
494,port lincoln,-34.7333,135.8667,285.17,81,100,3.0,AU,1718735620
495,keren,15.7778,38.4581,297.79,50,56,1.31,ER,1718735621
496,atlanta,33.749,-84.388,305.31,47,40,7.72,US,1718735506
497,termas de rio hondo,-27.4998,-64.8604,295.12,58,25,2.2,AR,1718735622
498,ad dilam,23.9915,47.1627,310.38,10,0,1.83,SA,1718735623
499,calvinia,-31.4707,19.776,282.17,78,93,2.1,ZA,1718735623
500,malesherbes,48.2957,2.4094,296.01,93,100,2.82,FR,1718735624
501,lorengau,-2.0226,147.2712,300.01,84,100,3.85,PG,1718735624
502,kununurra,-15.7667,128.7333,288.14,88,0,0.0,AU,1718735624
503,rawson,-43.3002,-65.1023,281.52,50,18,6.87,AR,1718735403
504,pineville,31.3224,-92.4343,302.22,77,75,5.66,US,1718735401
505,robertsport,6.7533,-11.3686,299.91,77,100,3.0,LR,1718735626
506,mezhdurechenskiy,59.6,65.9333,285.9,73,48,2.41,RU,1718735626
507,khanpur mahar,27.8436,69.4137,307.35,50,0,10.24,PK,1718735627
508,geneina,13.45,22.45,303.94,36,100,7.54,SD,1718735627
509,peniche,39.3558,-9.3811,293.46,80,9,7.23,PT,1718735628
510,az zulfi,26.2995,44.8154,308.52,8,0,3.94,SA,1718735628
511,luorong,24.4058,109.6086,297.41,98,100,1.47,CN,1718735629
512,moroni,-11.7022,43.2551,299.31,81,15,5.65,KM,1718735514
513,nova vicosa,-17.8919,-39.3719,299.15,68,8,3.85,BR,1718735629
514,seguin,29.5688,-97.9647,307.15,65,76,6.41,US,1718735386
515,razole,16.4833,81.8333,301.8,75,100,1.51,IN,1718735630
516,sydney,-33.8679,151.2073,282.39,78,0,7.72,AU,1718735522
517,guichon,-32.35,-57.2,291.32,86,100,2.06,UY,1718735631
518,igrim,63.1906,64.4162,283.55,68,5,2.16,RU,1718735534
519,camana,-16.6228,-72.7111,289.72,87,100,4.59,PE,1718735632
520,corinto,37.9407,22.9573,303.09,40,0,0.93,GR,1718735633
521,kolonia town,6.964,158.206,298.15,94,75,1.54,FM,1718735633
522,naze,28.3667,129.4833,295.66,83,100,0.23,JP,1718735543
523,talcahuano,-36.7167,-73.1167,285.97,71,40,4.63,CL,1718735505
524,dunedin,-45.8742,170.5036,280.26,83,84,1.34,NZ,1718735547
525,san clemente del tuyu,-36.3569,-56.7235,288.7,87,94,3.63,AR,1718735343
526,malpica,43.3228,-8.8105,290.58,75,46,2.24,ES,1718735635
527,bikenibeu village,1.3673,173.1241,302.05,73,15,6.78,KI,1718735636
528,qui nhon,13.7667,109.2333,300.76,76,95,2.18,VN,1718735636
529,jawf al maqbabah,13.8378,45.8349,303.94,30,70,0.77,YE,1718735637
530,fuli,46.7217,131.1394,289.67,75,100,2.47,CN,1718735637
531,gokarna,14.55,74.3167,301.15,80,100,3.47,IN,1718735638
532,hasaki,35.7333,140.8333,291.37,88,100,3.09,JP,1718735638
533,queenstown,-31.8976,26.8753,283.53,56,17,4.07,ZA,1718735411
534,itaituba,-4.2761,-55.9836,304.24,66,20,0.0,BR,1718735639
535,lerwick,60.1545,-1.1494,283.15,71,1,8.79,GB,1718735639
536,pyt-yakh,60.7499,72.8582,281.91,65,0,1.68,RU,1718735640
537,piti village,13.4626,144.6933,301.18,86,40,1.54,GU,1718735640
538,francisco morato,-23.2817,-46.7453,299.79,28,6,2.18,BR,1718735641
539,namie,37.4833,141.0,291.32,97,99,2.46,JP,1718735642
540,brookings,44.3114,-96.7984,300.58,85,100,5.14,US,1718735643
541,laojunmiao,39.8333,97.7333,290.89,34,15,5.14,CN,1718735643
542,lebu,-37.6167,-73.65,284.7,63,0,3.13,CL,1718735479
543,keflavik,64.0049,-22.5624,283.1,100,100,10.8,IS,1718735644
544,orosi,36.5449,-119.2873,303.16,30,0,2.06,US,1718735404
545,el jadid,33.2549,-8.506,294.0,78,45,5.26,MA,1718735645
546,stephenville,32.2207,-98.2023,303.67,61,75,5.66,US,1718735432
547,tsetserleg,47.475,101.4542,282.89,83,100,2.09,MN,1718735646
548,dhromolaxia,34.8755,33.5868,301.89,79,0,2.57,CY,1718735647
549,orange,33.7,-117.7675,300.31,65,40,2.06,US,1718735401
550,karoi,-16.8099,29.6925,285.85,57,1,0.97,ZW,1718735453
551,novaya igirma,57.1334,103.9112,289.02,54,100,0.94,RU,1718735648
552,beloyarskiy,63.7119,66.6722,280.46,65,18,2.68,RU,1718735649
553,kencong,-8.2833,113.3667,295.21,92,0,0.96,ID,1718735649
554,greenville,35.6127,-77.3663,305.44,43,75,1.79,US,1718735446
555,aktau,43.65,51.2,300.47,70,26,5.25,KZ,1718735650
556,slyudyanka,51.6594,103.7061,287.14,96,100,0.65,RU,1718735651
557,haiphong,20.8561,106.6822,304.1,84,0,4.12,VN,1718735618
558,al lagowa,11.4,29.1333,297.18,62,100,3.56,SD,1718735652
559,swakopmund,-22.6833,14.5333,288.14,84,0,1.34,NA,1718735652
560,pizarro,4.9533,-77.366,301.22,78,92,3.98,CO,1718735653
561,cariamanga,-4.3333,-79.55,296.58,49,33,2.99,EC,1718735653
562,lucapa,-8.4192,20.7447,293.71,26,0,0.88,AO,1718735654
563,nelson bay,-32.7167,152.15,282.09,87,0,0.89,AU,1718735654
564,celestun,20.8667,-90.4,299.85,90,100,5.71,MX,1718735655
565,mut,36.6439,33.4389,303.19,39,0,1.05,TR,1718735656
566,kamaishi,39.2667,141.8833,289.93,88,3,2.74,JP,1718735656
567,pimentel,-6.8367,-79.9342,296.31,60,20,6.17,PE,1718735657
568,nenjiang,49.1833,125.2167,288.24,90,100,1.2,CN,1718735657
569,moree,-29.4667,149.85,279.15,79,94,1.94,AU,1718735658
570,faya-largeau,17.9257,19.1043,308.57,8,0,5.73,TD,1718735659
571,aweil,8.7682,27.4002,298.25,72,26,1.07,SS,1718735659
572,horta,38.5333,-28.6333,293.95,69,75,3.6,PT,1718735660
573,nishinoomote,30.7333,131.0,296.79,76,100,6.5,JP,1718735660
574,gumrak,48.7826,44.3824,298.1,61,20,3.0,RU,1718735661
575,kattivakkam,13.2167,80.3167,298.2,66,100,8.04,IN,1718735661
576,boguchany,58.3814,97.4531,284.98,96,76,1.37,RU,1718735662
577,los lunas,34.8062,-106.7334,306.81,13,0,2.68,US,1718735663
578,sinop,41.7711,34.8709,289.44,89,0,1.76,TR,1718735403
579,port-vila,-17.7338,168.3219,295.93,94,100,0.51,VU,1718735663
580,yerofey pavlovich,53.9667,121.9667,276.84,97,0,2.18,RU,1718735664
581,thabazimbi,-24.5917,27.4116,288.12,40,2,1.67,ZA,1718735664
582,cherdyn',60.403,56.4787,289.14,70,100,2.25,RU,1718735665
583,praya,14.9215,-23.5087,300.45,61,75,7.2,CV,1718735666
